full_text,value
"['aksi', 'heroik', 'koramil', 'barabai', 'bantu', 'cari', 'remaja', 'tenggelam', 'sungai', 'barabai', 'kalimantan', 'selatan', 'sabtu', 'httpstcoivuanchot', 'tniprima', 'profesional', 'responsif', 'integratif', 'modern', 'adaptif', 'httpstcoplcoqgcdif']",HOAX
"['partaisocmed', 'cie', 'bajer', 'pecat', 'tni', 'ngoceh', 'mulu']",HOAX
"['maynuverse', 'mantan', 'gubernur', 'lawan', 'pensiun', 'tni']",HOAX
"['gaji', 'ppds', 'ppdgs', 'bayar', 'ukt', 'bayar', 'beasiswa', 'kemenkes', 'daerah', 'polritni', 'baru', 'lpdp', 'buat', 'ppdsgs', 'adaa', 'tetep', 'batas', 'semua', 'mau', 'sekolah', 'bisa', 'apply', 'buat', 'kalaupun', 'apply', 'tentu', 'dapet', 'kan']",HOAX
"['partaisocmed', 'pecat', 'tni', 'jadi', 'menhan']",HOAX
"['prabowo', 'jelas', 'sangat', 'baik', 'tekan', 'sejahtera', 'masyarakat', 'jadi', 'prioritas', 'utama', 'mulai', 'sedia', 'gizi', 'baik', 'baik', 'gaji', 'guru', 'tni', 'polri', 'waktunyaprabowogibran', 'akhirnyapilihprabowo', 'gemoysamsul', 'httpstcocipwlolutf']",HOAX
"['kodam', 'mlw', 'mantap', 'tni', 'batas']",HOAX
"['xquitavee', 'divhumas', 'polri', 'puspen', 'tni', 'baris', 'geser', 'dikit', 'lihat', 'httpstcodgugaxv']",HOAX
"['xquitavee', 'divhumas', 'polri', 'puspen', 'tni', 'ngeriikkk', 'bgttt', 'liat', 'tmpangnya', 'nenek', 'sihiirr', 'tsb', 'sngt', 'ambisiusss', 'amp', 'adaa', 'aura', 'welas', 'asih', 'usia', 'sngt', 'sepuh']",HOAX
"['anyone', 'bagaimana', 'cara', 'pak', 'prabs', 'selesai', 'masalah', 'prabs', 'always', 'gizi', 'makan', 'fakultas', 'dokter', 'stem', 'hilir', 'kesejateraan', 'tni', 'polri']",HOAX
"['presiden', 'kalang', 'teknokrat', 'sdh', 'pernah', 'kalang', 'tni', 'sdh', 'pernah', 'kalang', 'sipil', 'sdh', 'kalang', 'ulama', 'pernah', 'nah', 'blm', 'kalang', 'guru', 'polisi', 'krn', 'kalang', 'guru', 'knp', 'toh', 'tujuanya', 'ubah', 'aniesfinalstage', 'httpstcodnkwmyenmi']",HOAX
"['prabowo', 'tunjuk', 'serius', 'juang', 'baik', 'gaji', 'guru', 'honorer', 'asn', 'tni', 'polri', 'sejahtera', 'waktunyaprabowogibran', 'akhirnyapilihprabowo', 'gemoysamsul', 'httpstcourzkonbsb']",HOAX
"['tanggap', 'prabowo', 'tegas', 'suara', 'penting', 'baik', 'gaji', 'guru', 'honorer', 'asn', 'tni', 'polri', 'waktunyaprabowogibran', 'akhirnyapilihprabowo', 'gemoysamsul', 'httpstcodegwbyui']",HOAX
"['lepasliarkan', 'ratus', 'burung', 'gunungkidul', 'prajurit', 'tni', 'ajar', 'cinta', 'alam', 'httpstcoibwphrqfr', 'beritajogja', 'jogja', 'jogjaistimewa', 'httpstcogqdoebi']",HOAX
"['hatiskoll', 'landevo', 'palingteguh', 'oddatwlier', 'yang', 'baca', 'benar', 'bang', 'outputnya', 'tni', 'atau', 'pns', 'bidang', 'kait']",HOAX
"['halo', 'sobat', 'humas', 'polri', 'tni', 'laksana', 'giat', 'bakti', 'sehat', 'bakti', 'sosial', 'kab', 'sampang', 'loh', 'yuk', 'simak']",HOAX
"['ap', 'trading', 'rawa', 'jokowi', 'sbyudhoyono', 'puspen', 'tni', 'divhumas', 'polri', 'pdi', 'juang', 'gerindra', 'nasdem', 'dpp', 'pkb', 'prabowo', 'aniesbaswedan', 'ganjarpranowo', 'mohmahfudmd', 'yusrilihza', 'mhd', 'pangkat', 'hasil', 'insiden', 'bukan', 'hasil', 'pilih']",HOAX
"['garagarabola', 'lah', 'mah', 'hak', 'beliau', 'lagipula', 'bukan', 'asntnipolri', 'kok', 'jadi', 'bebas', 'aja', 'dukung', 'pilih', 'apa']",HOAX
"['kaditukadiyeu', 'habiburokhman', 'tokoh', 'prabowo', 'apa', 'pernah', 'pecat', 'tni', 'catat', 'hitam', 'iyaa', 'satu', 'suruh', 'jaga', 'omong', 'prabowo', 'kalah', 'tahun', 'bilang', 'terima', 'hasil', 'milu', 'akibat', 'banyak', 'dukung', 'turun', 'jalan', 'buat', 'bela', 'bahkan', 'sampe', 'bentrok', 'sama', 'aparat']",HOAX
"['ikut', 'jejak', 'serda', 'sarah', 'presenter', 'tni', 'kini', 'serda', 'tri', 'dharma', 'presenter', 'yonif', 'httpstcoaubstztdv', 'news', 'berita', 'kabar', 'popular', 'klikwarta', 'infomasyarakat', 'viral', 'beritaterkini']",HOAX
"['partaisocmed', 'pecat', 'tni', 'ngomongin', 'tahan', 'sampe', 'sekarang', 'aja', 'protes', 'kok']",HOAX
"['partaisocmed', 'lah', 'lupa', 'kalau', 'capresnu', 'pecat', 'tni']",HOAX
"['leclerc', 'misal', 'sof', 'gera', 'buat', 'bebas', 'sandera', 'jadi', 'image', 'baik', 'buat', 'tni', 'sayang', 'mental', 'sandera', 'liat']",HOAX
"['banyak', 'sekali', 'rakyat', 'yang', 'hasil', 'juta', 'bulan', 'aku', 'salah', 'satu', 'rakyat', 'maksud', 'tapi', 'knp', 'gaji', 'mau', 'naikin', 'malah', 'pns', 'tni', 'polri', 'dkk', 'debatcapres']",HOAX
"['hasil', 'matchday', 'pss', 'tni', 'target', 'poin']",HOAX
"['nrndrahrndhto', 'garagarabola', 'jujur', 'mau', 'tanya', 'atlit', 'tdk', 'dukung', 'politik', 'kan', 'atlit', 'bukan', 'jabat', 'kyk', 'tni', 'polri', 'asn']",HOAX
"['partaisocmed', 'prabroro', 'says', 'tuju', 'apa', 'sampai', 'mas', 'anies', 'saya', 'hanya', 'tambah', 'sedikit', 'gin', 'pecat', 'tni', 'ide']",HOAX
"['pacarganyu', 'nama', 'tni']",HOAX
"['prabowo', 'cerdas', 'strategis', 'tekan', 'beri', 'latih', 'kala', 'asn', 'tni', 'polri', 'upaya', 'jaga', 'profesionalisme', 'unggul', 'layan', 'publik', 'waktunyaprabowogibran', 'akhirnyapilihprabowo', 'gemoysamsul']",HOAX
"['kodamhasanuddin', 'sukses', 'selalu', 'tni', 'makin', 'cinta', 'rakyat']",FAKTA
"['kodamhasanuddin', 'bravo', 'tni']",HOAX
"['partaisocmed', 'bos', 'loe', 'pecat', 'tni']",HOAX
"['arzane', 'jatmiko', 'sycasns', 'starrywalts', 'hasnarns', 'juga', 'tuh', 'pecat', 'pas', 'jadi', 'tni', 'siapa', 'yaa']",HOAX
"['partaisocmed', 'pecat', 'tni', 'kabur', 'yordania', 'ngomongin', 'didik']",HOAX
"['strayinfinity', 'baru', 'tau', 'tni', 'gabole', 'milih']",HOAX
"['kejora', 'rmol', 'id', 'bukan', 'dukung', 'awal', 'ganjar', 'tni']",HOAX
"['cnnindonesia', 'memang', 'bukti', 'lewat', 'semua', 'jadi', 'syarat', 'orang', 'negarawanhidup', 'tni']",HOAX
"['panglima', 'komando', 'operasi', 'udara', 'marsda', 'tni', 'budhi', 'achmadi', 'httpstcogfnsgkdig', 'terima', 'kunjung', 'gempar', 'autosport', 'gas', 'makassar', 'sabtu', 'httpstcoidwwoncy']",HOAX
"['lnitiald', 'kress', 'tahu', 'tak', 'kiro', 'tni', 'tibak', 'klambi', 'jeroan', 'bapak', 'bapak', 'arep', 'nyirami', 'tandur']",HOAX
"['partaisocmed', 'pecat', 'tni', 'men', 'sudah']",HOAX
"['xquitavee', 'divhumas', 'polri', 'puspen', 'tni', 'mejaga', 'tertib', 'bukan', 'arti', 'pihak', 'salah', 'satu', 'paslon']",HOAX
"['ghalibfajar', 'kress', 'tahu', 'tak', 'kiro', 'tni', 'dadak', 'arek', 'nge', 'thrift', 'klambi', 'tentara', 'korea']",HOAX
"['suka', 'suka', 'win', 'win', 'solution', 'putar', 'nomer', 'gakan', 'polarisasi', 'masyarakat', 'sudah', 'jangan', 'terlalu', 'jahat', 'sama', 'rakyat', 'asn', 'tni', 'polri', 'sejahtera', 'percuma', 'kalo', 'rakyat', 'sejahtera', 'dulu', 'semua', 'sejahtera', 'indonesia', 'jaya']",HOAX
"['suka', 'awal', 'tni', 'polri']",HOAX
"['kapolda', 'jawa', 'timur', 'irjen', 'pol', 'drs', 'imam', 'sugianto', 'httpstcoqswgwdtce', 'laksana', 'giat', 'bulan', 'bakti', 'tni', 'polri', 'madura', 'raya', 'sama', 'pangdam', 'brawijaya', 'tempat', 'pkpri', 'trunojoyo', 'kabsampang', 'jumat', 'februari', 'yuk', 'simak', 'video', 'httpstconpnwjgyk', 'httpstcoeygfocie']",FAKTA
"['rmol', 'id', 'awal', 'ganjar', 'resmi', 'loh', 'tni', 'knp', 'halang', 'capres', 'engga', 'hrs', 'sekitar', 'ganjar', 'masa', 'tahan', 'makin', 'aneh', 'nih', 'kpu']",HOAX
"['mohon', 'maaf', 'mega', 'divhumas', 'polri', 'puspen', 'tni', 'pernah', 'intimidasi', 'rakyat', 'aparat', 'tugas', 'jaga', 'tertib', 'umum', 'lindung', 'masyarakat', 'httpstcoxogkzwstwa']",HOAX
"['prabowo', 'pasti', 'bangun', 'rumah', 'sakit', 'modern', 'kabupatenkota', 'baik', 'gaji', 'guru', 'honorer', 'asn', 'tni', 'hingga', 'polri', 'httpstcokhpslyq']",HOAX
"['kodam', 'mlw', 'tni', 'selalu', 'hadir', 'tengah', 'tengah', 'rakyat']",HOAX
"['sinergitas', 'tni', 'polri', 'bhabinkamtibmas', 'kelciateul', 'polsek', 'regol', 'aipda', 'mukhlis', 'sama', 'babinsa', 'laksana', 'giat', 'patroli', 'dialogis', 'silaturahmi', 'kamtibmas', 'ibu', 'ida', 'pkl', 'kelapa', 'muda', 'tegalega', 'moch', 'toha', 'kel', 'ciateul', 'kec', 'regol', 'bdg', 'spripimpolri', 'divisihumaspolri', 'httpstcoxwukovaf']",HOAX
"['partaisocmed', 'sama', 'kemarin', 'pecat', 'tni', 'bicara', 'tahan']",HOAX
"['baik', 'gaji', 'guru', 'asn', 'tni', 'polri', 'waktunyaprabowogibran', 'prabowosekarang', 'httpstcorndkxv']",HOAX
"['prabowo', 'subianto', 'janji', 'naik', 'gaji', 'guru', 'aparatur', 'sipil', 'negara', 'asn', 'hingga', 'anggota', 'tni', 'polri', 'debatcapres', 'prabowo', 'gajiasn', 'guru', 'tni', 'polri', 'lengkap', 'httpstcozskmoc']",HOAX
"['tjitrosoenarjo', 'tni', 'musuh', 'preman', 'mabok', 'ciu', 'bela', 'buzernya', 'tiap', 'hari', 'sudut', 'tnitiap', 'hri', 'postingan', 'menfitnah', 'tnibad', 'strategytni', 'memang', 'punya', 'hak', 'pilih', 'tpi', 'mrk', 'lupa', 'istri', 'keluarga', 'tni', 'ski', 'juta', 'podo', 'eneg', 'kabeh', 'malah', 'nyoblos']",HOAX
"['partaisocmed', 'pecat', 'tni', 'aja', 'jadi', 'menhan', 'tum']",HOAX
"['prabowo', 'janji', 'naik', 'gaji', 'guru', 'asn', 'tni', 'polri', 'suluh', 'tani', 'httpstcoyjgeuvccq', 'tempobisnis']",HOAX
"['pgn', 'punya', 'suami', 'tni', 'tpi', 'hrs', 'terima', 'konsekuensi', 'nya', 'bakal', 'tinggal', 'tugas', 'terus']",HOAX
"['lndomigoreng', 'gatau', 'poko', 'situ', 'jual', 'masakn', 'jawatengahan', 'kek', 'tengkleng', 'poko', 'warung', 'seberang', 'markas', 'tni', 'zeni', 'budur']",HOAX
"['partaisocmed', 'sama', 'kasus', 'pecat', 'tni']",HOAX
"['mochamadlucky', 'izin', 'operasi', 'katarak', 'mata', 'bantu', 'tni', 'soal', 'tau', 'tni', 'program', 'operasi', 'katarak', 'mata', 'gratis', 'tanya', 'koramil', 'dekat']",HOAX
"['respons', 'nyata', 'megawati', 'kapuspen', 'bilang', 'tni', 'netral', 'milu', 'httpstcomovjuukgw', 'temponasional']",HOAX
"['rtobg', 'kanjeng', 'layak', 'prabowo', 'seret', 'mahkamah', 'militer', 'ancam', 'hukum', 'mati', 'kalang', 'militer', 'kasus', 'tangan', 'dkp', 'tni', 'timbang', 'mantu', 'soeharto', 'sangsi', 'pecat', 'httpstcorbcngezx']",HOAX
"['ch', 'chotimah', 'psi', 'id', 'uki', 'grace', 'nat', 'tsamaradki', 'kampanye', 'salah', 'satu', 'capres', 'ricuh', 'masuk', 'radikal', 'apa', 'buat', 'ribut', 'depan', 'markas', 'tni', 'motor', 'kenal', 'pot', 'borong', 'masuk', 'radikal', 'tidak']",HOAX
"['fahreziadhaa', 'awah', 'x', 'bayang', 'aparat', 'tni', 'amp', 'polri', 'punya', 'hak', 'utk', 'pilih', 'milu', 'keluarga', 'tpsnya', 'siap', 'markas', 'tempat', 'kerja', 'aparat', 'kira', 'pimpin', 'markas', 'tdk', 'netral', 'biar', 'hasil', 'hitung', 'suara', 'tdk', 'sesuai', 'arah', 'amp', 'tdk', 'laku', 'investigasi']",HOAX
"['partaisocmed', 'pecat', 'tni', 'bicara', 'tahan']",HOAX
"['txtdrdigital', 'ada', 'naik', 'gaji', 'asn', 'tni', 'polri', 'lirik', 'wkwk', 'tetap', 'bayar', 'pajak', 'wqwq']",HOAX
"['partaisocmed', 'dgn', 'pecat', 'tni']",HOAX
"['partaisocmed', 'pecat', 'tni', 'gimana', 'wkwkwwk']",HOAX
"['program', 'tni', 'manunggal', 'air', 'solusi', 'penuh', 'butuh', 'air', 'bersih', 'banyumas', 'tniad', 'puspentni', 'kodamdiponegoro', 'httpstcoxrtwwywl']",HOAX
"['pecat', 'tni', 'paling', 'pas', 'bicara', 'didik']",HOAX
"['padahal', 'cara', 'naikin', 'gaji', 'guru', 'mah', 'gampang', 'turunin', 'gaji', 'asn', 'yang', 'nonesensial', 'polisitni', 'sama', 'jabat', 'terus', 'bikin', 'adjustment', 'buat', 'guru', 'dinaikin', 'tiap', 'tahun', 'malah', 'sektor', 'doang', 'buat', 'apa', 'saja', 'buat', 'nyari', 'suara', 'milu', 'ikut']",HOAX
"['nrndrahrndhto', 'garagarabola', 'lama', 'bukan', 'asn', 'tni', 'polri', 'saja', 'ngapain', 'ribut']",HOAX
"['are', 'inismyname', 'jokowi', 'propaganda', 'ndons', 'back', 'alextham', 'alexemeru', 'andreassolusi', 'reskiichsan', 'ppbw', 'bengkeldodo', 'bank', 'joee', 'bangsaygsujud', 'luhut', 'prabowo', 'tak', 'ubah', 'spt', 'prajurit', 'tni', 'lain', 'sekali', 'komandan', 'atas', 'lama', 'jadi', 'komandan', 'maktub', 'sapta', 'marga', 'poin', 'httpstcohgkytfz']",HOAX
"['idextratime', 'iya', 'anjir', 'msalah', 'beasiswa', 'bnyak', 'beasiswa', 'btasan', 'buat', 'anak', 'tnipnspolri', 'daftar']",HOAX
"['baik', 'gaji', 'guru', 'honorer', 'asn', 'tni', 'polri', 'penting', 'waktunyaprabowogibran', 'prabowosekarang', 'httpstcogkzzsxtc']",HOAX
"['agustiyan', 'garagarabola', 'lah', 'kan', 'atlet', 'dong', 'tni', 'polri', 'asn']",HOAX
"['komitmen', 'jaga', 'netralitas', 'tni', 'milu', 'pemiludamai', 'kiky', 'majalah', 'bobo', 'adi', 'hidayat', 'doctorslumpep', 'sosis', 'laen', 'gen', 'httpstcoxqrnuysi']",HOAX
"['randomworldwar', 'mas', 'maskae', 'kalo', 'jenis', 'dan', 'milik', 'tni', 'min', 'beda', 'tohok', 'sama', 'heli', 'apa', 'aja', 'min']",HOAX
"['wowo', 'mending', 'naikin', 'gaji', 'guru', 'amp', 'ajar', 'perhati', 'guru', 'honorer', 'naikin', 'gaji', 'tnipolri', 'woy']",HOAX
"['jabat', 'bupati', 'alor', 'tanam', 'mangrove', 'sama', 'tni', 'polri', 'masyarakat', 'tniadmengabdidanmembangunbersamarakyat', 'puspentni', 'kasad', 'trending', 'vital', 'tiktok', 'prajaraksakapedulirakyat', 'tniprima', 'profesional', 'responsif', 'integratif', 'modern', 'adaptif', 'httpstcolkfexufew']",HOAX
"['syahirularif', 'pikir', 'gampang', 'spt', 'nempatin', 'anggota', 'tnipolri', 'daerah']",HOAX
"['kkb', 'ilaga', 'bakar', 'puskesmas', 'tewas', 'tangkap', 'aparat', 'gabung', 'tadi', 'malam', 'sama', 'satgas', 'tni', 'polri', 'ilaga', 'laku', 'kejar', 'tega', 'hukum', 'hasil', 'tangkap', 'kkb', 'serta', 'barang', 'bukti', 'lain', 'pucuk', 'senjata', 'api', 'jenis', 'httpstcoikeikft']",HOAX
"['prabowo', 'janji', 'naik', 'gaji', 'guru', 'honorer', 'hingga', 'tnipolri', 'httpstcozgjcoupp']",HOAX
"['trus', 'anis', 'mungkin', 'bnyk', 'dukung', 'krna', 'kes', 'netral', 'imo', 'bagus', 'bgt', 'pas', 'tema', 'kyknya', 'krna', 'nyebut', 'ttg', 'naik', 'gaji', 'gurupnstnipolri', 'kyk', 'prabowo', 'sejahtera', 'rakyat', 'kecil', 'kyk', 'ganjar', 'bagi', 'fokus', 'siapa', 'siapa', 'fokus', 'adil']",HOAX
"['baik', 'gaji', 'guru', 'tingkat', 'komptensi', 'guru', 'beri', 'pelatihanpelatihan', 'penataranpenataran', 'seluruh', 'asn', 'tni', 'polri', 'suluh', 'tani', 'harus', 'kita', 'baik', 'gaji', 'cont']",HOAX
"['garagarabola', 'lah', 'kan', 'atlet', 'dong', 'tni', 'polri', 'asn']",HOAX
"['gue', 'bukan', 'dokter', 'kesel', 'sama', 'statement', 'ngomong', 'banyakin', 'dokter', 'mulu', 'sejahtera', 'dulu', 'dokter', 'udah', 'utama', 'dalam', 'jgn', 'cuma', 'tniasnpolri', 'doang', 'disejahterakaan', 'meh', 'debatcapres']",HOAX
"['oddatwlier', 'gais', 'maaf', 'oot', 'mau', 'nanya', 'gak', 'punya', 'hak', 'pilih', 'tuh', 'tni', 'polri', 'aja', 'kan', 'kalo', 'nakes', 'punya', 'hak', 'pilih', 'please', 'tau', 'jwb', 'dong']",HOAX
"['ganjar', 'pranowo', 'mahfud', 'wujud', 'harap', 'prajurit', 'tni', 'polri', 'beri', 'sempat', 'kuliah', 'gratis', 'buah', 'bijak', 'bangga', 'tiga', 'kali', 'lebih', 'sejahtera', 'indonesia', 'jaya', 'codenamemorgan', 'ganjarmahfud', 'ganjarpresidenrakyat', 'coblos', 'httpstcotftmiirc']",HOAX
"['komnas', 'tpnpb', 'opm', 'berita', 'perang', 'tpnpb', 'opm', 'satu', 'malam', 'pimpin', 'panglima', 'kodap', 'xviii', 'ilaga', 'pimpin', 'tuan', 'panglima', 'komando', 'kepala', 'air', 'tuan', 'jacky', 'murib', 'jadi', 'pasu', 'kolonial', 'tni', 'porli', 'bap', 'satu', 'anggota', 'tinggal', 'atas', 'nama', 'tuan', 'warinus', 'murib', 'httpstcobuzoyge']",HOAX
"['andinrm', 'kalau', 'ngomong', 'tni', 'sih', 'gakaget', 'kan', 'pencak', 'silat', 'erat', 'kait', 'simbolis', 'tni']",HOAX
"['rahmiginar', 'megauta', 'handedelisii', 'aniesbaswedan', 'jokowi', 'prabowo', 'gibran', 'tweet', 'puspen', 'tni', 'tni', 'ad', 'berlianidris', 'ariemutyara', 'stresnowati', 'akademisi', 'pakar', 'ahli', 'politik', 'hukum', 'bicara', 'memang', 'kamu', 'anggep', 'udah', 'banyak', 'bicaraa', 'soal', 'langgar', 'etika']",HOAX
"['andriandjaya', 'garagarabola', 'apa', 'masalah', 'arhan', 'tni', 'polisi']",HOAX
"['wujud', 'tni', 'manunggal', 'babinsa', 'koramil', 'mambi', 'bantu', 'tani', 'tanam', 'padi', 'httpstconidrhaikyk']",HOAX
"['ganjar', 'pranowo', 'calon', 'presiden', 'tunjuk', 'berani', 'peduli', 'prajurit', 'tni', 'polri', 'bijak', 'kuliah', 'gratis', 'luar', 'biasa', 'ganjar', 'pranowo', 'bukti', 'lebih', 'baik', 'benedikta', 'tita', 'ganjarmahfud', 'ganjarpresidenrakyat', 'coblos', 'httpstcorwumposp']",FAKTA
"['pencak', 'silat', 'sangat', 'erat', 'kait', 'tni', 'politik', 'jatah', 'preman']",HOAX
"['handedelisii', 'megauta', 'aniesbaswedan', 'jokowi', 'prabowo', 'gibran', 'tweet', 'puspen', 'tni', 'tni', 'ad', 'berlianidris', 'ariemutyara', 'stresnowati', 'rem', 'siih', 'debatcapres', 'httpstcohfleoqbo']",HOAX
"['aijeongwo', 'simpel', 'bukan', 'asnpolritni', 'cuma', 'warga', 'sipil', 'biasa', 'jdi', 'bebas', 'aja', 'pasti', 'udh', 'dpt', 'izin', 'clubnyaday', 'off']",HOAX
"['aparat', 'tni', 'polri', 'siaga', 'alutsista', 'upa', 'transportasi', 'militer', 'udara', 'dukung', 'lancar', 'distribusi', 'logistik', 'milu', 'tuju', 'dukungpemilu', 'dukunglogistikpemilupapua', 'pemilupapua', 'papuaindonesia', 'httpstcolzbthqo']",HOAX
"['aparat', 'tni', 'polri', 'siaga', 'alutsista', 'upa', 'transportasi', 'militer', 'udara', 'dukung', 'lancar', 'distribusi', 'logistik', 'milu', 'tuju', 'dukungpemilu', 'dukunglogistikpemilupapua', 'pemilupapua', 'papuaindonesia', 'httpstcohvqeztifl']",HOAX
"['ezash', 'naik', 'gaji', 'tni', 'polri']",HOAX
"['rabu', 'februari', 'kkb', 'opm', 'pimpin', 'jacky', 'murib', 'bakar', 'puskesmas', 'distrik', 'omukia', 'kabupaten', 'puncak', 'tembak', 'apkam', 'tni', 'polri', 'tugas', 'kontak', 'tembak', 'tak', 'hindar', 'lokasi', 'bakar', 'gabung', 'tni', 'polri', 'operasi', 'cartenz', 'laku', 'kejar', 'httpstcoelcdkq']",HOAX
"['gak', 'punya', 'hak', 'pilih', 'tuh', 'tni', 'polri', 'aja', 'kan', 'kalo', 'nakes', 'punya', 'hak', 'pilih', 'please', 'tau', 'jwb', 'dong', 'aku', 'dah', 'cari', 'gak']",HOAX
"['komitmen', 'netralitas', 'tni', 'httpstcohvophkpse']",HOAX
"['rawa', 'cuma', 'polisi', 'tni', 'hawong', 'presiden', 'aja', 'ceng', 'dasar', 'emak', 'emak']",HOAX
"['cepat', 'penuh', 'kurang', 'dokter', 'tambah', 'indonesia', 'jadi', 'kirim', 'lulus', 'sma', 'bljr', 'dokter', 'k', 'siswa', 'utk', 'ajar', 'teknologi', 'science', 'bangun', 'jt', 'rumah', 'tingkat', 'kompetensi', 'guru', 'latih', 'baik', 'gaji', 'tni']",HOAX
"['menteri', 'tahan', 'prabowo', 'subianto', 'baik', 'rumah', 'sakit', 'lingkung', 'tahan', 'tni', 'aksi', 'nyata', 'bidang', 'sehat', 'bukan', 'waktunyaprabowogibran', 'httpstcowclzhqw']",HOAX
"['txtdrimedia', 'desa', 'faskes', 'nakes', 'kayak', 'tni', 'polri', 'tiap', 'desa', 'punya', 'tempat', 'anggota', 'kalo', 'anda', 'nakes', 'kan', 'kalo', 'apa', 'tengah', 'malam', 'tolong', 'pertama', 'lebih', 'cepat']",HOAX
"['prabowo', 'baik', 'gaji', 'guru', 'honorer', 'tingkat', 'kompetensi', 'guru', 'latih', 'natar', 'asn', 'tnipolri', 'suluh', 'tani', 'baik', 'gaji']",HOAX
"['kikysaputrii', 'lah', 'aneh', 'emg', 'kemaren', 'dibully', 'kata', 'buzzer', 'kata', 'buzzer', 'sekarang', 'dukung', 'dibully', 'jugalagian', 'hak', 'nya', 'serah', 'milih', 'siapa', 'wong', 'bukan', 'tnipolripns']",HOAX
"['komitmen', 'netralitas', 'tni', 'langgar', 'netralitas', 'tni', 'jerat', 'pemilusanksi', 'disiplin', 'militer', 'pidana', 'militer', 'pidana', 'umum', 'httpstcoajejhltsds']",HOAX
"['infolurah', 'agusyudhoyono', 'pdemokrat', 'etika', 'etika', 'menkopolhukam', 'itu', 'koordinasi', 'beberapa', 'dept', 'masuk', 'kemenham', 'bawah', 'kemenham', 'pimpin', 'tni', 'pangkat', 'jenderal', 'jend', 'koodinasikan', 'mayor', 'rasa', 'langgar', 'patut']",HOAX
"['prajurit', 'brigif', 'tri', 'shakti', 'balajaya', 'raih', 'podium', 'event', 'tuesdash', 'push', 'your', 'limit', 'tni', 'ad', 'puspen', 'tni', 'cakra', 'kostrad', 'penkostrad', 'divifkostrad', 'httpstcoqcdtugfv']",HOAX
"['polisi', 'tni', 'keren', 'bila', 'jaga', 'netralitas', 'sama', 'arti', 'juga', 'jaga', 'agama', 'httpstcocriizfbj']",HOAX
"['ganjarmahfud', 'calon', 'pimpin', 'hebat', 'cipta', 'momentum', 'positif', 'program', 'kuliah', 'gratis', 'beri', 'harap', 'baru', 'prajurit', 'tni', 'polri', 'sejahtera', 'kali', 'lipat', 'indonesia', 'hebat', 'eyow', 'ganjarmahfud', 'ganjarpresidenrakyat', 'coblos', 'httpstcopcxtub']",HOAX
"['buat', 'ken', 'daftar', 'dinas', 'tnipolri', 'ruangguru', 'ready', 'bimbel', 'online', 'brain', 'academy', 'online', 'premiumelite', 'sma', 'seleksi', 'dinas', 'semester', 'genap', 'brain', 'academy', 'online', 'premiumelite', 'sma', 'seleksi', 'tnipolri', 'semester', 'genap', 'more', 'info']",HOAX
"['ganjar', 'pranowo', 'mahfud', 'pantas', 'dapat', 'dukung', 'bijak', 'positif', 'dalam', 'dukung', 'didik', 'prajurit', 'tni', 'polri', 'ganjar', 'pranowo', 'yang', 'baik', 'rakyat', 'bulanpurnam', 'a', 'ganjarmahfud', 'ganjarpresidenrakyat', 'coblos', 'httpstcoewwdunv']",FAKTA
"['gerak', 'cepat', 'tni', 'antisipasi', 'banjir', 'tniadmengabdidanmembangunbersamarakyat', 'tniaddihatirakyat', 'tni', 'tniad', 'kasad', 'puspentni', 'httpstcomcdnjcl']",HOAX
"['program', 'kuliah', 'gratis', 'anak', 'prajurit', 'tni', 'polri', 'jadi', 'langkah', 'cerdas', 'ganjarmahfud', 'cipta', 'adil', 'didik', 'keluarga', 'bhayangkara', 'prajurit', 'dedikasi', 'tinggi', 'ganjar', 'pranowo', 'dia', 'ganjarmahfud', 'ganjarpresidenrakyat', 'coblos', 'httpstcoutmqehiym']",HOAX
"['akan', 'baik', 'gaji', 'guru', 'amp', 'honorer', 'indonesia', 'akan', 'tingkat', 'gaji', 'asn', 'tni', 'polri', 'suluh', 'tani', 'gaji', 'cukup', 'sejahtera', 'ketika', 'sejahtera', 'mereka', 'bisa', 'fokus', 'kerja', 'beri', 'layan', 'baik', 'rakyat', 'prabowo', 'httpstcosbrmbedmf']",HOAX
"['ganjarmahfud', 'patut', 'dapat', 'dukung', 'bijak', 'kuliah', 'gratis', 'cermin', 'adil', 'pihak', 'prajurit', 'tni', 'polri', 'ganjar', 'pranowo', 'bukti', 'sejahtera', 'extrovertdoodle', 'ganjarmahfud', 'ganjarpresidenrakyat', 'coblos', 'httpstcopkirxrhxwr']",FAKTA
"['ganjarmahfud', 'pasang', 'cerdas', 'program', 'kuliah', 'gratis', 'putus', 'bukti', 'komitmen', 'hadap', 'masa', 'depan', 'prajurit', 'tni', 'polri', 'tiga', 'kali', 'lebih', 'sejahtera', 'indonesia', 'hebat', 'cuitsek', 'ganjarmahfud', 'ganjarpresidenrakyat', 'coblos', 'httpstcoswusmqpnkr']",HOAX
"['komitmen', 'jaga', 'netralitas', 'tni', 'milu', 'pemiludamai', 'kiky', 'majalah', 'bobo', 'adi', 'hidayat', 'doctorslumpep', 'sosis', 'laen', 'gen', 'httpstcobkjfkrpt']",HOAX
