full_text,value
"['pai', 'c', 'tni', 'selesai', 'semua']",HOAX
"['dukung', 'tni', 'polri', 'kstperusakwajibdibasmi']",HOAX
"['doggh', 'ecag', 'strictly', 'tnipolri', 'indo', 'tau', 'salah', 'mereka', 'rajin', 'crosstraining', 'ama', 'unitcontractor', 'bule', 'kalo', 'orang', 'indo', 'bekas', 'luar', 'harus', 'aja', 'sih', 'asal', 'kenal']",HOAX
"['rasa', 'dukung', 'tni', 'polri', 'kstperusakwajibdibasmi']",HOAX
"['tugas', 'sie', 'bpkb', 'subditregident', 'ditlantas', 'polda', 'diy', 'beri', 'layan', 'ikan', 'layan', 'regident', 'ranmor', 'milik', 'terbit', 'bpkb', 'senin', 'januari', 'rtmcditlantasdiy', 'poldajogja', 'tni', 'angkat', 'laut', 'ind', 'uniform', 'ntmc', 'polri', 'tnipolrimengabdi', 'tni', 'polriid', 'httpstcomlomheczp']",HOAX
"['bingung', 'mau', 'lamar', 'orang', 'profesi', 'dokter', 'tni', 'umur', 'tapi', 'minus', 'ldr', 'amp', 'sering', 'tinggal', 'dinas', 'ken', 'terima', 'kok', 'gin', 'bgt']",HOAX
"['anvbhis', 'akhlis', 'm', 'shileeey', 'substansial', 'masalah', 'utama', 'kan', 'tetap', 'banyak', 'tni', 'punya', 'rumah', 'ribu', 'hektar', 'kan', 'nilai', 'banding', 'gimana']",HOAX
"['kemhan', 'ri', 'puspen', 'tni', 'lockheedmartin', 'min', 'usul', 'biar', 'blunder', 'posting', 'acara', 'kemhan', 'aja', 'jangn', 'pake', 'tagar', 'tagar', 'apa', 'salah', 'rujak', 'netizen']",HOAX
"['gabutbangey', 'awmstaxonu', 'rjh', 'l', 'pecat', 'tni']",HOAX
"['pai', 'c', 'ganjarpranowo', 'kayak', 'gin', 'ganggu', 'orang', 'tua', 'orang', 'istirahat', 'orang', 'kerja', 'anak', 'kecil', 'orang', 'sakit', 'halal', 'pak', 'nek', 'misal', 'dikamplengi', 'tni']",HOAX
"['polsek', 'purabaya', 'polres', 'sukabumi', 'laksana', 'patroli', 'biru', 'gabung', 'spk', 'polsek', 'purabaya', 'serta', 'anggota', 'laksana', 'giat', 'patroli', 'biru', 'gabung', 'tnipolri', 'antisipasi', 'jadi', 'ganggu', 'kamtibmas', 'lai', 'httpstcociyjikvr']",HOAX
"['gue', 'baru', 'tau', 'kalo', 'guru', 'dosen', 'veteran', 'pensiun', 'tni', 'pensiun', 'pns', 'jakarta', 'pbb', 'nya', 'gratis', 'sama', 'pak', 'anies', 'dia', 'concern', 'isu', 'banyak', 'anakcucucicit', 'pahlawan', 'merdeka', 'mau', 'gak', 'mau', 'jual', 'rumah', 'gak', 'kuat', 'bayar', 'pbb', 'httpstcobnqhgdpa']",HOAX
"['menteri', 'hubung', 'bapak', 'budi', 'karya', 'sumadi', 'menteri', 'agraria', 'tata', 'ruangkepala', 'badan', 'tanah', 'nasional', 'atrbpn', 'bapak', 'had', 'tjahjantokapolri', 'listyo', 'bapak', 'sigit', 'prabowo', 'panglima', 'tni', 'bapak', 'agus', 'subiyanto']",HOAX
"['rinrin', 'felixsiauw', 'ustadz', 'masyarakat', 'sipil', 'punyak', 'hak', 'pilih', 'apa', 'salah', 'wkwk', 'cerita', 'kalo', 'ustadz', 'tnipolisi', 'lagi', 'beliau', 'blg', 'condong', 'kmn', 'cmn', 'nyinggung', 'soal', 'salah', 'satu', 'paslon', 'anggap', 'kurang']",HOAX
"['bulbyanggara', 'tni', 'malah']",HOAX
"['bener', 'bener', 'nurutin', 'kata', 'anies', 'bikin', 'komplek', 'tni']",HOAX
"['patragumala', 'gibran', 'tweet', 'kalau', 'dengerin', 'abdurarsyad', 'papua', 'merdeka', 'dong', 'isu', 'puspen', 'tni']",HOAX
"['wali', 'kota', 'bima', 'aprisiasi', 'tni', 'satu', 'alam', 'tanam', 'mangrove', 'pantai', 'ama', 'ham', 'httpstcokyjnortiht']",HOAX
"['dukung', 'milu', 'damai', 'polri', 'tni', 'pemko', 'sibolga', 'laksana', 'patroli', 'gabung', 'tiga', 'pilar', 'httpstcohksqgbwfj']",HOAX
"['akbarsuryaaa', 'partaisocmed', 'kemenhan', 'bukan', 'menhan', 'coba', 'lihat', 'kemenhan', 'bawah', 'tni', 'bikin', 'marah', 'tni']",HOAX
"['bobbybunnybob', 'david', 'wijaya', 'gibran', 'tweet', 'doctor', 'fabre', 'arifin', 'jelli', 'cent', 'kakehan', 'gludug', 'ellykoro', 'kumisseparoh', 'urrangawak', 'ngkongroses', 'lubis', 'punk', 'lumowas', 'koteka', 'riakeynou', 'mau', 'prabowo', 'jangan', 'henti', 'tni', 'dia', 'komandan', 'hebat', 'bebas', 'langgar', 'jahat', 'manusia']",HOAX
"['sutanmangara', 'prestasi', 'copot', 'tni']",HOAX
"['panglima', 'kostrad', 'pangkostrad', 'letnan', 'jenderal', 'tni', 'muhammad', 'saleh', 'mustafa', 'direktur', 'utama', 'sang', 'hyang', 'seri', 'adhi', 'cahyono', 'nugroho', 'laksana', 'giat', 'gera', 'nasional', 'tahan', 'pangan', 'lalu', 'tanam', 'perdana', 'budi', 'daya', 'padi', 'lumbung', 'pangan', 'sang', 'hyang', 'seri', 'httpstcopavasnxyy']",FAKTA
"['panglima', 'kharismatik', 'tinggal', 'januari', 'tahun', 'lalu', 'buah', 'kontak', 'tembak', 'pasu', 'tni', 'beliau', 'makam', 'blang', 'sukon', 'cubo', 'pidie', 'jaya', 'makam', 'kerap', 'ziarah', 'politis', 'lokal', 'utama', 'musim', 'politik']",HOAX
"['udi', 'sapys', 'randomworldwar', 'akronim', 'karya', 'tni', 'gak', 'keren', 'kayak', 'punya', 'usaf', 'sih']",HOAX
"['tata', 'ruangkepala', 'badan', 'tanah', 'nasional', 'atrbpn', 'bapak', 'had', 'tjahjanto', 'kapolri', 'listyo', 'bapak', 'sigit', 'prabowo', 'panglima', 'tni', 'bapak', 'agus', 'subiyanto', 'jabat', 'gubernur', 'provinsi', 'jawa', 'barat', 'bapak', 'bey', 'machmudin', 'anggota', 'komisi', 'dpr', 'bapak', 'mulyadi']",FAKTA
"['roman', 'paqr', 'chicohakim', 'hina', 'menhan', 'pake', 'jaket', 'bomber', 'tni', 'keluarga', 'liat', 'ganjar', 'males']",HOAX
"['kemenko', 'polhukam', 'menteri', 'koordinasi', 'bidang', 'politik', 'hukum', 'aman', 'menteri', 'koordinasi', 'kemendagri', 'kemenlu', 'kemenhan', 'kemenkum', 'ham', 'kominfo', 'kemenpan', 'jagung', 'tni', 'polri']",HOAX
"['reza', 'rkomentar', 'haisegawa', 'dmilenaa', 'balik', 'blok', 'hektar', 'target', 'awal', 'prabowo', 'sendiri', 'amp', 'udh', 'buka', 'lahan', 'cuma', 'hektar', 'buka', 'ama', 'tni', 'mana', 'buka', 'nunggu', 'analisis', 'lingkung', 'bkn', 'prabowo', 'ngerjain', 'kan', 'program', 'doi', 'ngide', 'awal', 'aneh', 'ngapain', 'menhan', 'ngurusin', 'pangan']",HOAX
"['jokowi', 'waspada', 'tetap', 'hati', 'hati', 'sama', 'pria', 'dalam', 'video', 'suka', 'malakin', 'dagang', 'kaki', 'lima', 'amp', 'unjung', 'pasar', 'embrio', 'dipalakin', 'pria', 'dalam', 'video', 'rusak', 'citra', 'tni', 'amp', 'polri', 'takut', 'nakutin', 'dagang', 'kaki', 'lima', 'preman', 'hantam', 'httpstcooemufoay']",HOAX
"['satgas', 'preventif', 'omb', 'sama', 'personel', 'tni', 'laksana', 'giat', 'patroli', 'antisipasi', 'rawan', 'kamtibmas', 'sasar', 'kantor', 'bawaslukantor', 'kpudan', 'gudang', 'logistik', 'kpu', 'minggu', 'divhumas', 'polri', 'spripim', 'polri', 'httpstcoqjdamoxhoy']",HOAX
"['razia', 'gabung', 'sama', 'tni', 'kota', 'prabumulih', 'rangka', 'cipta', 'kondisi', 'kamtibmas', 'wilayah', 'hukum', 'polres', 'prabumulih', 'butuh', 'bantu', 'polisi', 'hubung', 'call', 'center', 'polri', 'call', 'center', 'polda', 'sumsel', 'call', 'center', 'polres', 'prabumulih', 'httpstcoojtpyyore']",HOAX
"['voeglreborn', 'jokowi', 'puspen', 'tni', 'kemhan', 'ri', 'wah', 'terlalu', 'sekali', 'nih', 'kemhan', 'ri']",HOAX
"['kambingpakpena', 'bangsaygsujud', 'menkopolhukam', 'koordinator', 'lembaga', 'tni', 'jaksa', 'polri', 'perintah', 'presiden', 'jelas', 'terang', 'benderang', 'tindak', 'tegas', 'tambang', 'ilegal', 'httpstcobjspcofoud']",HOAX
"['museum', 'pusat', 'tni', 'surabaya', 'resmi', 'buka', 'koleksi', 'unggul', 'dalam', 'httpstcomdkbxasoj']",HOAX
"['sah', 'sri', 'mulyani', 'ikut', 'banding', 'nominal', 'tunjang', 'uang', 'makan', 'pns', 'tni', 'polri', 'httpstcopxttwmtu']",HOAX
"['anvbhis', 'hapeterus', 'akhlis', 'm', 'shileeey', 'httpstcovdryelpd', 'nih', 'litbang', 'kompas', 'soal', 'sejahtera', 'tni', 'salah', 'satu', 'indikator', 'tntng', 'huni']",HOAX
"['puspen', 'tni', 'dansatgas', 'kizi', 'tni', 'konga', 'xxxviij', 'monusca', 'letkol', 'czi', 'ibnu', 'muntaha', 'mhan', 'ecek', 'kerja', 'baik', 'gudang', 'amunisi', 'senjata', 'camp', 'egypt', 'fpu', 'bangui', 'rabu', 'httpstcorqchsbj']",HOAX
"['mawakresna', 'temen', 'milih', 'gemoy', 'cuma', 'keluarga', 'tni', 'suruh', 'pilih', 'how', 'shit']",HOAX
"['puspen', 'tni', 'long', 'range', 'mission', 'lrm', 'pimpin', 'langsung', 'dankiban', 'kapten', 'inf', 'agustinus', 'lembang', 'serta', 'personel', 'satgas', 'laksana', 'join', 'foot', 'patrol', 'desa', 'boya', 'marabu', 'republik', 'demokratik', 'kongo', 'beberapa', 'waktu', 'lalu', 'httpstcoucvcafxmz']",HOAX
"['video', 'viral', 'kesalahpamahan', 'anggota', 'tni', 'polri', 'akhir', 'damai', 'poldamaluku', 'kait', 'video', 'kesalahpamahan', 'anggota', 'tni', 'angkat', 'laut', 'personel', 'polri', 'kabupaten', 'pulau', 'aru', 'viral', 'media', 'sosial', 'selesai', 'sama', 'kabid', 'humas', 'polda', 'httpstcoggmmujc']",HOAX
"['kunjung', 'kerja', 'senin', 'januari', 'saya', 'damping', 'ibu', 'iriana', 'joko', 'widodo', 'serta', 'rombong', 'tuju', 'provinsi', 'jawa', 'tengah', 'berangkat', 'lalu', 'pangkal', 'tni', 'halim', 'perdanakusuma', 'jakarta', 'lepas', 'landas', 'wib', 'tiba', 'pangkal', 'tni', 'adi', 'httpstcogodiynqo']",HOAX
"['kasad', 'buka', 'rakornister', 'tinjau', 'tahan', 'pangan', 'tni', 'kartika', 'channel', 'video', 'lengkap', 'httpstcorqwpkfmqot', 'tniadbersamarakyatbersatudenganalamuntuknkri', 'tni', 'tniad', 'kasad', 'puspentn', 'httpstcocoptzmriun']",HOAX
"['awal', 'kunjung', 'pangdam', 'sriwijaya', 'mayjend', 'tni', 'bapak', 'yanuar', 'adil', 'rombong', 'rangka', 'kunjung', 'kerja', 'kab', 'mukomuko', 'polda', 'bengkulu', 'tbnewshumasmukomuko', 'ditlantaspoldabengkulu', 'divisihumaspolri', 'polisi', 'indonesia', 'ntmc', 'polri', 'polantasindonesia', 'httpstcohybprtlzi']",HOAX
"['sutanmangara', 'kalo', 'aku', 'sedih', 'jago', 'bingung', 'pecat', 'tni', 'fakta', 'kalah', 'nyalon', 'wapres', 'fakta', 'kalah', 'nyapres', 'fakta', 'kalah', 'nyapres', 'fakta', 'kalah', 'nyapres', 'fakta', 'sekarang', 'nyapres', 'kalah']",HOAX
"['panglima', 'kostrad', 'pangkostrad', 'letnan', 'jenderal', 'tni', 'muhammad', 'saleh', 'mustafa', 'direktur', 'utama', 'sang', 'hyang', 'seri', 'adhi', 'cahyono', 'nugroho', 'laksana', 'giat', 'gera', 'nasional', 'tahan', 'pangan', 'lalu', 'tanam', 'perdana', 'budi', 'daya', 'padi', 'lumbung', 'pangan', 'sang', 'hyang', 'seri', 'httpstcomqewgufjy']",FAKTA
"['stiyassa', 'denismalhotra', 'bwt', 'aja', 'sesimple', 'mgkn', 'masjk', 'cln', 'msk', 'thpn', 'slnjtnybrrti', 'lolos', 'tes', 'sblmnyyg', 'twapkh', 'psikotes', 'gugur', 'pencalonanklo', 'seleksi', 'tnipolriitu', 'pst', 'gugur', 'bknkah', 'indonesiadhi', 'kpu', 'pny', 'riwayat', 'tdk', 'lolos', 'caprescawapres', 'kakcek', 'httpstcoqqkyax', 'httpstcoyhwhrixdb']",HOAX
"['salm', 'rjh', 'l', 'coba', 'inget', 'janji', 'apa', 'sektor', 'didik', 'mahasiswa', 'keluarga', 'sekolah', 'gratis', 'anak', 'tni', 'polri', 'sampai', 'kuliahmenurutku', 'gak', 'make', 'sanse', 'karna', 'masa', 'jabat', 'cuma', 'tahun', 'bukan', 'lama', 'terus', 'kalau', 'udah', 'kuliah', 'gimana', 'anggur']",HOAX
"['divisihumaspolri', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'httpstcohultewrck', 'sama', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'httpstcohultewrck', 'hadir', 'acara', 'deklarasi', 'milu', 'damai', 'lintas', 'ormas', 'agama', 'httpstcoojdrlehait']",FAKTA
"['cxcxksh', 'syaaelsx', 'kematianselalu', 'soal', 'tanah', 'singgung', 'debat', 'capres', 'tahan', 'masih', 'masuk', 'tema', 'krna', 'banding', 'orang', 'kuasa', 'tanah', 'negara', 'begitu', 'bnyak', 'ada', 'tni', 'punya', 'rumah', 'dinas', 'cawapres', 'smlm', 'soal', 'tanah', 'banding', 'sama', 'tani', 'milik']",HOAX
"['wujud', 'akrab', 'tertib', 'babinsa', 'serma', 'wasim', 'komsos', 'warga', 'bina', 'brebes', 'giat', 'komunikasi', 'sosial', 'kosmos', 'silaturahmi', 'erat', 'hubung', 'tni', 'rakyat', 'untuk', 'tahu', 'kembang', 'situasi', 'wilayah', 'bina', 'httpstcobzhhrwywu']",HOAX
"['candraaaa', 'makeitwave', 'kan', 'point', 'arti', 'hubung', 'tema', 'debat', 'ngomongin', 'sejahtera', 'tni']",HOAX
"['grc', 'sglg', 'muchtarluthfi', 'mas', 'veel', 'mbak', 'tema', 'nya', 'tahan', 'yaa', 'tahan', 'luaaaasssssss', 'emang', 'negara', 'tempat', 'mbak', 'aja', 'emang', 'prajurit', 'tni', 'polri', 'tempat', 'mbak', 'nya', 'aja']",HOAX
"['iina', 'surbakti', 'org', 'muda', 'kalau', 'isi', 'tdk', 'banyak', 'polah', 'jadi', 'ingat', 'mimpin', 'solo', 'gibran', 'parah', 'amp', 'dgn', 'kasar', 'tarik', 'masker', 'pakai', 'salah', 'satu', 'anggota', 'tni']",HOAX
"['sutanmangara', 'pecat', 'tni', 'langgar', 'ham', 'gagal', 'nyapres', 'kali', 'pernah', 'pilih', 'jabat', 'apa', 'pilih', 'umum', 'pilih', 'langsung', 'masyarakat', 'gagal', 'menhan', 'tanah', 'ribu', 'hektar', 'dikalimantan']",HOAX
"['makin', 'mantap', 'panglima', 'tni', 'rotasi', 'mutasi', 'jabat', 'perwira', 'tinggi', 'pangkoarmada', 'danpuspom', 'ganti', 'httpstcobapbhykgp', 'kemhan', 'ri', 'puspen', 'tni', 'tni', 'ad', 'tnial', 'tniau']",HOAX
"['elisa', 'jkt', 'tuju', 'cik', 'bilang', 'tdk', 'mungkin', 'benar', 'landas', 'kebathilan', 'masih', 'sma', 'sempat', 'ciduk', 'amp', 'tahan', 'krn', 'nyata', 'milu', 'beri', 'kursi', 'anggota', 'tni', 'milu', 'langgar', 'uud', 'nyata', 'semua', 'punya', 'hak', 'sama']",HOAX
"['vsusela', 'muchtarluthfi', 'mas', 'veel', 'cieee', 'nilai', 'negara', 'aman', 'kacau', 'balau', 'masih', 'aman', 'aja', 'sampe', 'skrng', 'sejahtera', 'tni', 'polri', 'rendah', 'mngkn', 'circle', 'mas', 'circle', 'tni', 'polri', 'nya', 'sih', 'jago', 'beasiswa', 'sampe', 'hormat', 'buat', 'mas', 'paling', 'ngerti', 'aman']",HOAX
"['ralavacara', 'lahkalo', 'ngomongin', 'data', 'mah', 'emang', 'sesuai', 'konteks', 'debat', 'emang', 'fakta', 'banyak', 'tni', 'mas', 'ngontrak', 'padahal', 'tri', 'punya', 'ratus', 'hektar', 'tanah']",HOAX
"['pesan', 'irup', 'seluruh', 'serta', 'upacara', 'bendera', 'kodim', 'gresik', 'jaga', 'disiplin', 'sehat', 'netralitas', 'tni', 'httpstcofrrdhwia', 'httpstcofbzgryzz']",HOAX
"['jokohq', 'menkomham', 'emang', 'menindakgaklah', 'urus', 'polisitni', 'jaksa']",FAKTA
"['grc', 'sglg', 'muchtarluthfi', 'mas', 'veel', 'iya', 'food', 'estate', 'gagal', 'total', 'alustsista', 'bekas', 'mahal', 'sejahtera', 'prajurit', 'tni', 'polri', 'rendah', 'biaya', 'management', 'besar', 'tmi', 'indeks', 'tahan', 'capai']",HOAX
"['when', 'keluarga', 'besar', 'bapak', 'all', 'can', 'you', 'imagine', 'how', 'often', 'get', 'silent', 'like', 'when', 'they', 'proudly', 'said', 'wowo', 'wowo', 'apa', 'krn', 'simbah', 'tni', 'kan', 'perlu', 'all', 'prabowo', 'plis', 'bgt', 'gmn', 'kayak', 'tone', 'deaf', 'ttg', 'buruk', 'prab', 'plis', 'asal', 'bukan', 'plis', 'allah']",HOAX
"['sutanmangara', 'pecat', 'tni']",HOAX
"['mohmahfudmd', 'kemarin', 'lihat', 'berita', 'baru', 'mau', 'dikerjain', 'sama', 'tni', 'kaya', 'jadi', 'heran', 'apa', 'emang', 'gitu', 'kerja', 'tni', 'aku', 'kurang', 'ilmu']",HOAX
"['alas', 'apa', 'benar', 'gerombol', 'kkb', 'bunuh', 'warga', 'bakar', 'rumah', 'aksi', 'biadab', 'gerombol', 'kelompok', 'kriminal', 'senjata', 'kkb', 'papua', 'lama', 'tiga', 'hari', 'kembali', 'lancar', 'tembak', 'aparat', 'aman', 'tni', 'polri', 'bunuh', 'warga', 'sipil', 'bakar', 'rumah', 'warga', 'httpstcojzpxlbfrzx']",HOAX
"['jayabay', 'khilaf', 'yach', 'ngaku', 'aja', 'sengaja', 'cuman', 'jadi', 'viral', 'hajar', 'netizen', 'jadi', 'ciut', 'coba', 'pihak', 'pom', 'tni', 'periksa', 'oknum', 'admin', 'kemham', 'supaya', 'jelas', 'konsekuensi', 'tindak', 'jangan', 'nama', 'kemenhan', 'rusak', 'gara', 'oknum']",HOAX
"['viral', 'wanita', 'ngaku', 'anak', 'polisi', 'pangkat', 'kombes', 'duga', 'ancam', 'pacar', 'perwira', 'tni', 'istri', 'httpstcoamiqcchi']",HOAX
"['daftar', 'nama', 'perwira', 'tinggi', 'matra', 'tni', 'mutasi', 'httpstcobjvkeeqzw', 'lewat', 'tribun', 'gto']",HOAX
"['mama', 'aku', 'kan', 'kader', 'aku', 'bantuin', 'ngerjain', 'tugas', 'nah', 'kemaren', 'data', 'duduk', 'gitu', 'salah', 'satu', 'data', 'pnstnipolri', 'asa', 'gak', 'pernah', 'data', 'masyarakat', 'anggur', 'padahal', 'data', 'jumlah', 'anggur']",HOAX
"['candraaaa', 'makeitwave', 'imo', 'hubung', 'dong', 'konteksnyaa', 'pak', 'anies', 'kritisi', 'nyata', 'pak', 'prbwo', 'janji', 'sejahtera', 'tni', 'banyak', 'tni', 'belum', 'punya', 'rumah', 'sedangkn', 'menhannya', 'sendiri', 'kuasa', 'tanah', 'hgu', 'banyak']",HOAX
"['belok', 'dong', 'luar', 'biasa', 'pak', 'jendral', 'tni', 'ad', 'listyosigitp', 'divhumas', 'polri', 'adem', 'denger', 'suara', 'pak', 'listyo', 'tune', 'nya', 'pas']",HOAX
"['roman', 'paqr', 'chicohakim', 'nilai', 'kerja', 'kemenhan', 'bukan', 'solid', 'tni', 'justru', 'dgn', 'sikap', 'prihatin', 'tni', 'kali', 'alustista', 'bekas', 'nilai', 'mereka', 'nilai', 'ngga', 'pake', 'gesture', 'ledek', 'rendah', 'dgn', 'tanya', 'pake', 'istilah', 'jarang', 'dengar']",HOAX
"['jeruknipisk', 'adearmando', 'beda', 'jauh', 'wowo', 'serang', 'anies', 'soal', 'milik', 'lahan', 'sejahtera', 'prajurit', 'tnipolri', 'lanjut', 'anies', 'serang', 'soal', 'kerja', 'menhan', 'lha', 'samsul', 'songong', 'minta', 'ampun', 'rasa', 'paling', 'pinter', 'padahal', 'keblinger', 'krn', 'terminologi', 'kini', 'doang', 'rasa', 'plg', 'jago']",HOAX
"['aypoee', 'netral', 'harus', 'presiden', 'menteri', 'tni', 'polri', 'asn']",HOAX
"['republikaonline', 'betul', 'prabowo', 'gibran', 'unggul', 'bagibagi', 'sembakonya', 'bagibagi', 'bansosnya', 'baliho', 'dukung', 'presidenmentri', 'gubernur', 'bupati', 'polisi', 'tni', 'kepala', 'desa']",HOAX
"['terima', 'bintara', 'tni', 'tahun', 'anggar', 'httpstcohauraq', 'httpstcodlamrrsww']",HOAX
"['viral', 'anggota', 'tni', 'keroyok', 'brimob', 'malu', 'kata', 'kapuspen', 'httpstcoruenkjuxu']",HOAX
"['cegah', 'banjir', 'mantup', 'tni', 'polri', 'masyarakat', 'mulai', 'gerak', 'httpstcounsjapzjo']",HOAX
"['bhabinkamtibmas', 'kel', 'pasteur', 'aiptu', 'ayat', 'sudrajat', 'babinsa', 'serka', 'slamet', 'laksana', 'sinergitas', 'tni', 'polri', 'sholat', 'subuh', 'jamaah', 'masjid', 'taqwa', 'jlcemara', 'rt', 'rw', 'kelpasteur', 'kec', 'sukajadi', 'kota', 'bandung', 'httpstcokgiuxekxh']",HOAX
"['patroli', 'sinegritas', 'blue', 'sky', 'patrol', 'tni', 'polri', 'satpol', 'dishub', 'kab', 'bengkulu', 'utara', 'httpstcojubffrc']",HOAX
"['masyarakat', 'papua', 'satu', 'tni', 'polri', 'ingin', 'tanah', 'papua', 'damai', 'maju', 'jangan', 'hasut', 'dgn', 'provokasi', 'propaganda', 'separatis', 'sikat', 'separatis', 'akar', 'kstperusakwajibdibasmi', 'mahfud', 'gibran', 'tom', 'lembong', 'cabut', 'liverpool', 'tiktok', 'httpstcovrqekubg']",HOAX
"['tni', 'polri', 'hadir', 'papua', 'beri', 'tenteram', 'damai', 'masyarakat', 'damai', 'upaya', 'sama', 'bukan', 'tugas', 'polri', 'amp', 'tni', 'tetapi', 'semua', 'papua', 'jadi', 'papua', 'tanah', 'damai', 'kstperusakwajibdibasmi', 'mahfud', 'gibran', 'tom', 'lembong', 'cabut', 'httpstcowsmwuuyb']",HOAX
"['materials', 'id', 'notaslimboy', 'ndak', 'nilai', 'kan', 'kerja', 'wowo', 'sbagai', 'menhan', 'bukan', 'tni', 'nya']",HOAX
"['drevachaniago', 'waktu', 'jadi', 'udah', 'tau', 'tengil', 'alumni', 'lembah', 'tidar', 'rela', 'orang', 'ini', 'jadi', 'pimpin', 'nkri', 'makan', 'bicara', 'jalan', 'pakai', 'semua', 'etika', 'atur', 'tni', 'ad', 'tniau', 'tni', 'httpstcorwkyvztdl']",HOAX
"['tni', 'polri', 'sinergi', 'hadir', 'tengah', 'masyarakat', 'yogyakarta', 'selalu', 'sinergi', 'komandan', 'koramil', 'pakualaman', 'mayor', 'inf', 'saidi', 'sama', 'babinsa', 'hadir', 'acara', 'jumat', 'curhat', 'selenggara', 'polresta', 'yogyakarta', 'sama', 'warga', 'masyarakat', 'pakualaman', 'pendopo', 'kemantren', 'httpstcovizzdild']",HOAX
"['dekade', 'pak', 'prabowo', 'kalau', 'satu', 'suku', 'punya', 'timbang', 'khusus', 'utk', 'masuk', 'tni', 'bgmn', 'dgn', 'suku', 'apa', 'tak', 'bahaya', 'pecah', 'nkri', 'satu', 'suku', 'laku', 'beda', 'dgn', 'suku', 'kecuali', 'adalah', 'negara', 'federal', 'satu', 'daerah', 'beda', 'daerah']",HOAX
"['itsindahg', 'tidak', 'pilih', 'sekitar', 'aku', 'tau', 'benar', 'begitu', 'perhati', 'politik', 'nggak', 'perhati', 'gagas', 'masing', 'paslon', 'kampanye', 'mostly', 'krn', 'pribadi', 'prabowo', 'nilai', 'tegas', 'krn', 'tni', 'lebih', 'nggak', 'tau', 'apa']",HOAX
"['polpotnegara', 'komunis', 'militeristik', 'anti', 'sainsakademis', 'prabowo', 'cuman', 'lulus', 'akmil', 'banding', 'jendral', 'lai', 'sby', 'bahkan', 'wiranto', 'dan', 'jendral', 'lai', 'tni', 'kok', 'malu', 'punya', 'jendral', 'jebol', 'abri', 'terus', 'agung', 'model', 'wowo', 'riwayatny']",HOAX
"['babinsa', 'warmare', 'bantu', 'warga', 'bangun', 'parit', 'kampung', 'bina', 'cipta', 'manunggal', 'tni', 'warga', 'bina', 'babinsa', 'koramil', 'warmare', 'koptu', 'agus', 'saiful', 'bantu', 'warga', 'bangun', 'parit', 'kampung', 'andagau', 'sidomuncul', 'distrik', 'prafi', 'httpstcoycnxctu']",HOAX
"['politis', 'shaksmth', 'deaokihardana', 'tsamaradki', 'kalau', 'swasta', 'kan', 'duit', 'bukan', 'pajak', 'rakyat', 'masa', 'duduk', 'kantor', 'berac', 'bilang', 'kelola', 'anggar', 'gede', 'mesti', 'lebih', 'istimewa', 'prajurit', 'tni', 'jelas', 'korban', 'nyawa', 'masih', 'gak', 'punya', 'rumah']",HOAX
"['tni', 'polri', 'sinergi', 'bhabinkamtibmas', 'sama', 'babinsa', 'sambang', 'warga', 'rangka', 'cooling', 'system', 'jelang', 'pemilucfyht', 'httpstcooffslyfh']",HOAX
"['hrdbacot', 'min', 'reply', 'talikasih', 'masa', 'kaga', 'anak', 'angker', 'dah']",HOAX
"['txtdarihi', 'bawaslu', 'ri', 'rumit', 'jadi', 'siapa', 'admin', 'twitter', 'kemhan', 'apa', 'org', 'bawa', 'prabowo', 'org', 'kemhan', 'mayoritas', 'pns', 'tni', 'anggota', 'tni']",HOAX
"['aforann', 'hrdbacot', 'mas', 'minat', 'ayce', 'sama', 'nih', 'wkwk']",HOAX
"['pesan', 'masyarakat', 'lapor', 'bawaslu', 'temu', 'ada', 'potensi', 'langgar', 'netralitas', 'tni', 'sebut', 'sangat', 'apresiasi', 'ketua', 'bawaslu', 'tolitoli', 'fajar', 'syadik', 'juga', 'hadir', 'giat', 'sebut', 'bawaslutolitoli', 'ayoawasibersama', 'pemiluserentak']",HOAX
"['aparat', 'gabung', 'tni', 'polri', 'gelar', 'tindak', 'hukum', 'anggota', 'kkb', 'tembak', 'httpstcoshybqayk']",HOAX
"['sahabatbawaslu', 'perintah', 'kabupaten', 'tolitoli', 'baru', 'terima', 'kunjung', 'kerja', 'panglima', 'komando', 'daerah', 'militer', 'pangdam', 'xiiimerdeka', 'mayjen', 'tni', 'legowo', 'jatmiko', 'sampai', 'komunikasi', 'sosial', 'milu', 'damai', 'httpstcofutlguufn']",HOAX
"['cnnindonesia', 'ganti', 'emang', 'waktu', 'debat', 'capres', 'tuh', 'capres', 'leceh', 'hina', 'rendah', 'pak', 'prabowo', 'menteri', 'tahan', 'lebih', 'parah', 'seperti', 'manusia', 'punya', 'moral', 'tatakrama', 'depan', 'publik', 'acara', 'resmi', 'kpu', 'hina', 'rendah', 'pak', 'prabowo', 'pribadi', 'tni']",HOAX
